Model Type,Hidden Size,Num Layers,Dropout,Learning Rate,Num Epochs,Early Stopping,Patience,Accuracy,Loss
cnn,128,4,0.5,0.001,100,True,5,0.705,1.0449624061584473
rnn,128,3,0.5,0.001,100,True,5,0.705,0.9969989061355591
rnn,128,4,0.5,0.0005,200,True,5,0.705,0.9601697325706482
cnn,64,2,0.5,0.001,200,True,5,0.705,1.024217963218689
rnn,128,2,0.01,0.001,50,True,5,0.705,1.4124047756195068
dense,256,2,0.1,0.0005,100,True,5,0.705,0.9793216586112976
cnn,64,3,0.01,0.0001,200,True,5,0.705,0.9633957743644714
dense,64,4,0.1,0.001,100,True,5,0.705,1.0340654850006104
cnn,64,3,0.01,0.0002,100,True,5,0.705,1.0964781045913696
cnn,128,3,0.5,0.0001,100,True,5,0.705,0.9544704556465149
rnn,256,1,0.01,0.001,50,True,5,0.705,0.9366037249565125
rnn,256,2,0.5,0.0005,50,True,5,0.705,1.451059103012085
rnn,128,3,0.5,0.001,50,True,5,0.705,1.7486845254898071
cnn,256,2,0.01,0.0001,100,True,5,0.705,1.0458968877792358
cnn,64,4,0.5,0.0005,200,True,5,0.705,1.0444122552871704
rnn,128,3,0.3,0.001,200,True,5,0.705,0.9918888211250305
cnn,64,3,0.5,0.0005,200,True,5,0.705,1.019443392753601
cnn,64,2,0.3,0.0002,200,True,5,0.705,0.9915525913238525
dense,256,2,0.05,0.001,200,True,5,0.705,0.933820366859436
cnn,128,5,0.3,0.001,50,True,5,0.705,1.1363545656204224
dense,128,5,0.05,0.0005,200,True,5,0.7,1.0130120515823364
dense,128,2,0.05,0.0002,200,True,5,0.7,1.0858131647109985
dense,256,3,0.1,0.0005,50,True,5,0.7,1.0049415826797485
cnn,128,2,0.1,0.0001,200,True,5,0.7,1.0028812885284424
dense,128,4,0.1,0.001,100,True,5,0.7,0.942562997341156
cnn,128,2,0.05,0.0002,50,True,5,0.7,1.0814447402954102
rnn,256,2,0.1,0.001,100,True,5,0.7,1.0054501295089722
rnn,256,3,0.1,0.001,100,True,5,0.7,1.0015701055526733
cnn,128,2,0.01,0.0002,200,True,5,0.7,1.1259371042251587
rnn,128,3,0.05,0.0005,200,True,5,0.7,0.973508894443512
cnn,128,5,0.01,0.0001,200,True,5,0.7,1.0765902996063232
rnn,64,3,0.5,0.001,200,True,5,0.7,1.037503957748413
cnn,256,3,0.3,0.0001,50,True,5,0.7,1.0444554090499878
rnn,256,3,0.3,0.0001,200,True,5,0.7,0.9786785840988159
dense,128,2,0.1,0.001,200,True,5,0.7,0.9209128618240356
dense,256,4,0.01,0.001,100,True,5,0.7,0.9676711559295654
dense,128,3,0.1,0.001,100,True,5,0.7,0.9623608589172363
cnn,128,4,0.3,0.0001,200,True,5,0.7,1.0133284330368042
rnn,128,3,0.05,0.001,200,True,5,0.7,1.038711667060852
dense,256,1,0.01,0.001,50,True,5,0.7,1.0160675048828125
dense,256,2,0.01,0.001,50,True,5,0.7,0.9590011835098267
rnn,256,4,0.01,0.0005,200,True,5,0.7,0.9961229562759399
rnn,256,2,0.3,0.001,200,True,5,0.7,0.9860479235649109
cnn,64,3,0.5,0.0005,50,True,5,0.7,1.016912817955017
cnn,256,4,0.3,0.0005,50,True,5,0.7,1.1263504028320312
rnn,128,3,0.01,0.0002,200,True,5,0.7,0.9625397324562073
dense,128,1,0.5,0.0005,200,True,5,0.7,0.9196340441703796
cnn,128,4,0.5,0.0002,100,True,5,0.7,0.9820824265480042
dense,128,4,0.5,0.0005,200,True,5,0.7,0.9779073596000671
cnn,256,5,0.5,0.0001,100,True,5,0.7,1.0208051204681396
cnn,128,1,0.5,0.0002,100,True,5,0.7,1.0326511859893799
dense,256,2,0.3,0.001,200,True,5,0.7,0.9924182891845703
cnn,256,2,0.3,0.0002,100,True,5,0.7,1.1609681844711304
cnn,256,2,0.3,0.0002,200,True,5,0.7,1.0788019895553589
dense,256,3,0.01,0.001,50,True,5,0.7,0.9688392877578735
cnn,256,4,0.3,0.0002,50,True,5,0.7,1.1106520891189575
cnn,256,5,0.3,0.0002,200,True,5,0.7,1.1026442050933838
rnn,64,2,0.01,0.001,100,True,5,0.7,1.020728588104248
cnn,256,4,0.5,0.0001,100,True,5,0.7,1.0159649848937988
dense,256,3,0.01,0.001,200,True,5,0.7,0.9561710357666016
cnn,128,4,0.5,0.0002,200,True,5,0.7,0.9905376434326172
cnn,64,2,0.01,0.0001,100,True,5,0.7,1.0206609964370728
cnn,128,4,0.5,0.0001,200,True,5,0.7,1.0384738445281982
cnn,256,5,0.5,0.0001,200,True,5,0.7,1.023618221282959
cnn,256,4,0.5,0.0001,200,True,5,0.7,1.0213825702667236
cnn,128,1,0.01,0.0002,200,True,5,0.7,1.055646538734436
cnn,128,4,0.05,0.001,50,True,5,0.7,1.160233736038208
dense,128,2,0.05,0.001,50,True,5,0.7,1.061384916305542
dense,128,2,0.05,0.001,100,True,5,0.7,0.9372277855873108
dense,128,3,0.05,0.001,50,True,5,0.7,1.0799640417099
cnn,128,1,0.1,0.0005,200,True,5,0.7,1.0993282794952393
cnn,128,5,0.1,0.0002,50,True,5,0.7,1.0419708490371704
rnn,128,3,0.1,0.0001,200,True,5,0.7,1.038098692893982
cnn,128,4,0.1,0.0002,50,True,5,0.7,1.0877569913864136
cnn,128,1,0.3,0.0005,50,True,5,0.7,1.0378637313842773
cnn,128,5,0.3,0.0005,100,True,5,0.7,1.0970267057418823
cnn,64,1,0.3,0.0002,200,True,5,0.7,0.9215153455734253
rnn,64,1,0.3,0.001,100,True,5,0.7,0.9690435528755188
dense,256,3,0.1,0.0002,200,True,5,0.7,0.9896560907363892
cnn,64,2,0.3,0.0002,100,True,5,0.7,0.9462346434593201
cnn,128,5,0.5,0.001,200,True,5,0.7,1.0785900354385376
dense,256,3,0.01,0.0002,100,True,5,0.7,1.0496398210525513
cnn,128,1,0.3,0.0002,100,True,5,0.7,0.9684501886367798
cnn,64,1,0.3,0.001,100,True,5,0.7,1.0728744268417358
cnn,256,4,0.1,0.0001,200,True,5,0.7,1.1011697053909302
cnn,64,1,0.3,0.001,200,True,5,0.7,1.0062484741210938
cnn,64,2,0.5,0.0001,200,True,5,0.7,0.9775359630584717
cnn,64,2,0.3,0.001,200,True,5,0.7,1.0422707796096802
rnn,64,3,0.05,0.001,200,True,5,0.7,1.1060607433319092
cnn,128,3,0.3,0.0002,50,True,5,0.7,1.0065045356750488
cnn,64,4,0.05,0.0002,200,True,5,0.7,0.9952986836433411
dense,64,1,0.3,0.001,200,True,5,0.7,0.9579513669013977
cnn,64,2,0.3,0.001,100,True,5,0.7,1.046607494354248
cnn,64,1,0.01,0.0002,200,True,5,0.7,0.9289944171905518
dense,64,3,0.1,0.001,200,True,5,0.7,0.9992056488990784
dense,64,4,0.1,0.001,200,True,5,0.7,1.0382237434387207
cnn,128,4,0.05,0.0001,50,True,5,0.7,1.0735807418823242
cnn,64,2,0.05,0.0001,200,True,5,0.7,0.964163064956665
cnn,128,4,0.5,0.001,50,True,5,0.7,1.1092133522033691
cnn,128,2,0.5,0.001,50,True,5,0.7,1.0990524291992188
cnn,64,1,0.01,0.0001,200,True,5,0.7,1.039914608001709
cnn,64,5,0.05,0.0002,100,True,5,0.7,1.057178258895874
cnn,128,2,0.01,0.001,100,True,5,0.7,1.1656620502471924
rnn,256,3,0.1,0.0002,200,True,5,0.7,0.9968209862709045
dense,256,5,0.1,0.0005,200,True,5,0.7,0.9647740125656128
dense,256,1,0.1,0.0005,100,True,5,0.7,0.9070747494697571
cnn,128,2,0.3,0.0005,50,True,5,0.7,1.0705949068069458
dense,128,1,0.01,0.0005,100,True,5,0.7,0.9992411732673645
cnn,256,3,0.1,0.0005,200,True,5,0.7,1.2253963947296143
cnn,64,5,0.01,0.0001,200,True,5,0.7,1.0252765417099
rnn,128,3,0.01,0.001,100,True,5,0.7,1.0446982383728027
rnn,256,1,0.01,0.0001,200,True,5,0.7,1.0306525230407715
dense,256,3,0.01,0.0001,200,True,5,0.7,1.029630422592163
cnn,64,2,0.3,0.0001,200,True,5,0.7,1.0310183763504028
cnn,64,2,0.3,0.0005,200,True,5,0.7,1.092024803161621
cnn,64,4,0.3,0.0005,50,True,5,0.7,1.0697102546691895
cnn,64,3,0.3,0.0002,200,True,5,0.7,0.9585737586021423
cnn,64,1,0.3,0.0005,200,True,5,0.7,1.0217719078063965
dense,128,4,0.3,0.001,200,True,5,0.7,1.0080100297927856
cnn,64,3,0.5,0.0005,100,True,5,0.7,0.957817554473877
rnn,128,4,0.3,0.001,100,True,5,0.7,1.0566108226776123
dense,64,2,0.05,0.001,100,True,5,0.7,1.034173846244812
cnn,64,5,0.5,0.0002,100,True,5,0.7,1.0306316614151
dense,128,4,0.3,0.001,100,True,5,0.7,0.9806570410728455
rnn,64,3,0.3,0.0005,100,True,5,0.7,1.1091207265853882
rnn,256,4,0.5,0.001,100,True,5,0.7,0.9713802337646484
dense,256,3,0.05,0.0005,200,True,5,0.7,0.9710380434989929
dense,256,5,0.05,0.001,200,True,5,0.7,0.965084969997406
dense,256,2,0.05,0.0005,200,True,5,0.7,0.962624192237854
dense,256,5,0.05,0.0002,100,True,5,0.7,0.9909765124320984
rnn,256,3,0.05,0.001,100,True,5,0.7,1.0498446226119995
dense,256,5,0.05,0.0005,100,True,5,0.7,0.9819735884666443
rnn,256,1,0.5,0.0005,200,True,5,0.7,0.9313362240791321
cnn,256,5,0.5,0.0002,50,True,5,0.7,1.093564510345459
dense,64,2,0.01,0.001,100,True,5,0.7,1.0029839277267456
rnn,256,3,0.5,0.0002,100,True,5,0.7,1.038586974143982
rnn,64,1,0.01,0.001,100,True,5,0.7,0.9655396342277527
rnn,256,4,0.5,0.0002,200,True,5,0.7,0.9923989176750183
cnn,64,3,0.1,0.0005,100,True,5,0.695,1.0340569019317627
cnn,64,5,0.01,0.0005,100,True,5,0.695,1.0873234272003174
rnn,64,1,0.01,0.0005,200,True,5,0.695,0.9607644081115723
cnn,256,1,0.5,0.001,50,True,5,0.695,1.2561564445495605
cnn,64,4,0.1,0.0005,50,True,5,0.695,1.2224737405776978
cnn,256,2,0.05,0.0001,50,True,5,0.695,1.0589590072631836
cnn,256,5,0.05,0.0001,50,True,5,0.695,1.0991430282592773
cnn,64,3,0.5,0.0002,200,True,5,0.695,1.000424861907959
cnn,256,4,0.5,0.001,50,True,5,0.695,1.1626884937286377
rnn,256,3,0.5,0.0005,100,True,5,0.695,0.9804263114929199
rnn,64,3,0.1,0.001,200,True,5,0.695,0.9831724762916565
dense,256,5,0.05,0.0001,200,True,5,0.695,1.0105798244476318
cnn,64,2,0.1,0.0002,100,True,5,0.695,1.0397632122039795
cnn,64,4,0.1,0.0002,200,True,5,0.695,0.9871270060539246
cnn,64,4,0.01,0.0001,100,True,5,0.695,1.0366687774658203
cnn,128,1,0.5,0.0001,100,True,5,0.695,0.9821772575378418
cnn,128,5,0.5,0.0002,50,True,5,0.695,1.0140858888626099
rnn,256,2,0.5,0.0001,200,True,5,0.695,1.0062642097473145
cnn,256,1,0.5,0.0001,50,True,5,0.695,1.0239009857177734
cnn,256,3,0.5,0.0002,100,True,5,0.695,1.044662356376648
rnn,256,2,0.05,0.0002,200,True,5,0.695,0.9949073195457458
cnn,64,2,0.5,0.001,50,True,5,0.695,1.0545598268508911
cnn,64,3,0.5,0.001,50,True,5,0.695,1.0716277360916138
dense,256,2,0.1,0.001,100,True,5,0.695,0.9361853003501892
dense,256,3,0.1,0.001,100,True,5,0.695,0.871602475643158
rnn,128,1,0.05,0.001,200,True,5,0.695,0.9263574481010437
rnn,128,3,0.05,0.001,50,True,5,0.695,1.8031045198440552
cnn,64,5,0.05,0.0001,200,True,5,0.695,0.9613138437271118
dense,64,1,0.3,0.0005,200,True,5,0.695,1.0913302898406982
cnn,64,1,0.3,0.0002,100,True,5,0.695,0.9972344040870667
cnn,64,4,0.3,0.0002,100,True,5,0.695,0.9846159219741821
cnn,64,4,0.05,0.0005,50,True,5,0.695,1.0497509241104126
cnn,256,3,0.1,0.0001,200,True,5,0.695,1.1005557775497437
cnn,128,3,0.3,0.0005,50,True,5,0.695,1.1080195903778076
dense,256,4,0.01,0.0002,200,True,5,0.695,0.9982736110687256
dense,256,1,0.01,0.0002,100,True,5,0.695,1.088566541671753
cnn,128,1,0.3,0.0005,100,True,5,0.695,1.108988642692566
dense,128,3,0.05,0.001,200,True,5,0.695,1.0172420740127563
dense,128,4,0.05,0.001,200,True,5,0.695,0.9134392738342285
dense,128,5,0.05,0.001,50,True,5,0.695,1.0279120206832886
cnn,128,1,0.05,0.0005,50,True,5,0.695,1.1659841537475586
rnn,128,4,0.05,0.0005,100,True,5,0.695,0.9545977711677551
cnn,128,4,0.5,0.0005,100,True,5,0.695,1.0683045387268066
cnn,128,5,0.5,0.0005,100,True,5,0.695,1.0422135591506958
cnn,128,1,0.5,0.0005,200,True,5,0.695,1.0583884716033936
cnn,128,2,0.5,0.0002,50,True,5,0.695,1.0119001865386963
rnn,256,4,0.1,0.0005,100,True,5,0.695,0.9987507462501526
dense,256,4,0.1,0.001,200,True,5,0.695,0.9303762912750244
rnn,256,2,0.1,0.0005,50,True,5,0.695,1.5521104335784912
cnn,128,2,0.1,0.0002,100,True,5,0.695,1.0440346002578735
dense,128,1,0.05,0.001,100,True,5,0.695,1.0415722131729126
cnn,128,2,0.05,0.001,50,True,5,0.695,1.2027618885040283
dense,128,1,0.05,0.001,200,True,5,0.695,0.9961199164390564
cnn,128,5,0.05,0.0002,200,True,5,0.695,1.0867787599563599
dense,128,1,0.05,0.0005,200,True,5,0.695,1.0231720209121704
cnn,128,3,0.1,0.001,100,True,5,0.695,1.225235104560852
cnn,128,2,0.1,0.0005,100,True,5,0.695,1.1623648405075073
rnn,128,2,0.1,0.0005,200,True,5,0.695,0.9589111804962158
rnn,128,3,0.1,0.0005,200,True,5,0.695,0.999346137046814
dense,128,2,0.1,0.001,100,True,5,0.695,0.9276896119117737
cnn,64,3,0.05,0.0005,200,True,5,0.695,1.013300895690918
dense,64,2,0.3,0.001,200,True,5,0.695,0.9878066182136536
cnn,64,5,0.3,0.001,200,True,5,0.695,1.0811504125595093
rnn,128,4,0.5,0.001,100,True,5,0.695,1.0003412961959839
cnn,64,3,0.05,0.0002,100,True,5,0.695,0.9852514863014221
cnn,64,1,0.05,0.0002,200,True,5,0.695,0.9603748321533203
dense,128,4,0.01,0.001,200,True,5,0.695,1.0253278017044067
cnn,128,4,0.01,0.001,200,True,5,0.695,1.3092050552368164
dense,128,1,0.01,0.001,50,True,5,0.695,1.0402143001556396
cnn,128,1,0.01,0.001,50,True,5,0.695,1.2004294395446777
cnn,64,3,0.3,0.0001,200,True,5,0.695,0.9555288553237915
cnn,128,4,0.3,0.001,50,True,5,0.695,1.1133923530578613
cnn,128,4,0.3,0.001,100,True,5,0.695,1.129399299621582
cnn,64,2,0.05,0.0005,100,True,5,0.695,1.085938572883606
cnn,64,3,0.05,0.0005,100,True,5,0.695,1.2293587923049927
cnn,128,1,0.1,0.0001,200,True,5,0.695,1.035151481628418
rnn,256,3,0.01,0.0005,200,True,5,0.695,1.021524429321289
dense,256,3,0.01,0.0005,100,True,5,0.695,0.9394636750221252
cnn,128,3,0.3,0.0002,100,True,5,0.695,1.0172003507614136
cnn,128,1,0.3,0.0002,200,True,5,0.695,1.0255366563796997
cnn,256,5,0.01,0.0002,50,True,5,0.695,1.2038156986236572
cnn,64,3,0.05,0.0001,100,True,5,0.695,1.037756085395813
cnn,64,3,0.05,0.0001,200,True,5,0.695,0.972646951675415
dense,128,5,0.5,0.001,200,True,5,0.695,0.9660354852676392
cnn,128,1,0.5,0.0005,50,True,5,0.695,1.0565056800842285
rnn,128,1,0.01,0.001,50,True,5,0.695,0.9750267267227173
cnn,256,5,0.1,0.0005,200,True,5,0.695,1.176627516746521
dense,128,5,0.01,0.0005,100,True,5,0.695,0.981675922870636
dense,128,5,0.01,0.0005,200,True,5,0.695,0.9617422223091125
cnn,64,4,0.5,0.001,200,True,5,0.695,1.075624704360962
cnn,64,4,0.1,0.001,50,True,5,0.695,1.2083009481430054
rnn,256,4,0.5,0.001,50,True,5,0.695,1.6102038621902466
cnn,128,4,0.5,0.0001,100,True,5,0.695,0.9623634219169617
cnn,128,2,0.5,0.0001,200,True,5,0.695,0.9942961931228638
cnn,64,4,0.01,0.0002,100,True,5,0.695,1.009783387184143
cnn,64,3,0.01,0.0002,200,True,5,0.695,1.0032020807266235
cnn,64,4,0.01,0.0002,200,True,5,0.695,1.04351806640625
dense,256,5,0.01,0.0002,100,True,5,0.695,1.0237762928009033
cnn,128,2,0.3,0.0002,200,True,5,0.695,1.092056393623352
cnn,128,5,0.3,0.0002,200,True,5,0.695,0.9994819760322571
cnn,128,1,0.3,0.0002,50,True,5,0.695,1.0444040298461914
cnn,128,2,0.3,0.0002,50,True,5,0.695,0.9980378150939941
cnn,128,5,0.3,0.0002,50,True,5,0.695,1.0610215663909912
dense,128,5,0.01,0.001,200,True,5,0.695,0.9655371308326721
cnn,64,1,0.5,0.0001,200,True,5,0.695,0.9413396716117859
cnn,64,3,0.3,0.001,200,True,5,0.695,1.087968349456787
cnn,64,3,0.1,0.0001,100,True,5,0.695,1.007067084312439
cnn,64,2,0.3,0.0005,100,True,5,0.695,1.0532991886138916
dense,64,5,0.3,0.001,200,True,5,0.695,0.9960194230079651
dense,128,2,0.3,0.001,200,True,5,0.695,0.9756238460540771
rnn,128,3,0.3,0.0005,100,True,5,0.695,0.9903681874275208
rnn,128,1,0.3,0.0005,200,True,5,0.695,0.9588392376899719
rnn,128,2,0.3,0.001,50,True,5,0.695,1.3141216039657593
rnn,128,3,0.3,0.001,100,True,5,0.695,1.0099241733551025
cnn,256,3,0.3,0.0005,200,True,5,0.695,1.1275599002838135
cnn,256,5,0.01,0.001,50,True,5,0.695,1.3017659187316895
cnn,256,3,0.3,0.0002,100,True,5,0.695,1.163225531578064
cnn,256,2,0.3,0.0002,50,True,5,0.695,1.0581660270690918
rnn,256,3,0.3,0.0002,100,True,5,0.695,1.0110596418380737
rnn,128,2,0.01,0.0001,200,True,5,0.695,1.0851269960403442
cnn,128,4,0.01,0.0001,100,True,5,0.695,1.0480536222457886
dense,256,5,0.01,0.001,50,True,5,0.695,1.0245836973190308
cnn,256,4,0.3,0.0001,100,True,5,0.695,1.069080114364624
cnn,256,5,0.3,0.0001,100,True,5,0.695,1.074812889099121
cnn,256,2,0.3,0.0001,200,True,5,0.695,1.062568187713623
rnn,256,3,0.3,0.0005,50,True,5,0.695,1.8629448413848877
rnn,64,1,0.5,0.001,200,True,5,0.695,0.956057608127594
cnn,256,5,0.3,0.001,50,True,5,0.695,1.3531498908996582
cnn,256,2,0.3,0.001,50,True,5,0.695,1.2484557628631592
cnn,256,3,0.3,0.001,50,True,5,0.695,1.3049287796020508
dense,256,2,0.01,0.0005,200,True,5,0.695,0.974902868270874
rnn,256,3,0.05,0.0005,50,True,5,0.695,1.8990920782089233
dense,256,2,0.5,0.0005,100,True,5,0.695,0.9998191595077515
dense,256,5,0.5,0.0005,100,True,5,0.695,0.9557225108146667
cnn,256,4,0.5,0.0002,50,True,5,0.695,1.0532405376434326
cnn,128,1,0.01,0.0001,200,True,5,0.695,1.0024038553237915
cnn,128,5,0.01,0.0001,50,True,5,0.695,1.0302131175994873
cnn,256,2,0.05,0.0002,200,True,5,0.69,1.2159028053283691
cnn,256,5,0.05,0.0002,100,True,5,0.69,1.1429888010025024
cnn,256,1,0.05,0.0002,200,True,5,0.69,1.0782493352890015
dense,256,1,0.05,0.0005,100,True,5,0.69,0.9582268595695496
cnn,128,3,0.01,0.0001,50,True,5,0.69,0.9319722652435303
dense,256,2,0.05,0.001,50,True,5,0.69,0.9232322573661804
dense,256,1,0.05,0.0005,200,True,5,0.69,1.0164233446121216
rnn,256,4,0.05,0.0005,200,True,5,0.69,1.0437054634094238
cnn,256,4,0.5,0.0005,200,True,5,0.69,1.1514768600463867
cnn,64,5,0.5,0.0001,200,True,5,0.69,0.9516222476959229
dense,256,4,0.3,0.001,50,True,5,0.69,1.006439208984375
cnn,256,5,0.3,0.001,100,True,5,0.69,1.3041868209838867
cnn,256,4,0.3,0.001,50,True,5,0.69,1.27203369140625
dense,256,1,0.01,0.0005,50,True,5,0.69,1.0165752172470093
rnn,256,2,0.01,0.001,50,True,5,0.69,1.278259515762329
cnn,256,1,0.3,0.0005,100,True,5,0.69,1.172520399093628
cnn,64,4,0.5,0.0005,50,True,5,0.69,0.9700922966003418
rnn,128,3,0.01,0.0001,200,True,5,0.69,1.044668436050415
cnn,256,4,0.3,0.0002,200,True,5,0.69,1.0890620946884155
cnn,256,5,0.3,0.0002,50,True,5,0.69,1.0514812469482422
cnn,64,1,0.01,0.0001,100,True,5,0.69,1.044784665107727
rnn,256,3,0.01,0.001,50,True,5,0.69,1.6473398208618164
cnn,256,5,0.3,0.0005,100,True,5,0.69,1.1570688486099243
cnn,256,1,0.3,0.0005,200,True,5,0.69,1.1272233724594116
cnn,256,2,0.3,0.0005,200,True,5,0.69,1.2130842208862305
dense,256,1,0.01,0.0001,200,True,5,0.69,1.0349980592727661
cnn,256,1,0.01,0.0001,200,True,5,0.69,1.0802723169326782
cnn,256,3,0.01,0.0001,50,True,5,0.69,1.1135470867156982
rnn,128,1,0.3,0.001,50,True,5,0.69,1.068561315536499
cnn,64,5,0.1,0.0001,200,True,5,0.69,1.0449408292770386
rnn,64,2,0.3,0.0005,200,True,5,0.69,1.1047890186309814
cnn,128,3,0.01,0.0005,50,True,5,0.69,1.2086330652236938
dense,128,3,0.3,0.001,200,True,5,0.69,1.0119787454605103
rnn,128,4,0.01,0.0005,200,True,5,0.69,1.0509737730026245
rnn,128,1,0.01,0.0005,100,True,5,0.69,0.989627480506897
cnn,256,3,0.1,0.0001,100,True,5,0.69,1.1243904829025269
cnn,64,1,0.3,0.001,50,True,5,0.69,1.0222856998443604
cnn,64,2,0.3,0.001,50,True,5,0.69,1.0087679624557495
rnn,256,4,0.01,0.0001,200,True,5,0.69,0.9864129424095154
rnn,128,1,0.01,0.0005,200,True,5,0.69,0.9961995482444763
cnn,128,5,0.5,0.0001,100,True,5,0.69,0.9766916036605835
cnn,64,2,0.01,0.0002,100,True,5,0.69,1.0267236232757568
rnn,128,2,0.3,0.0005,200,True,5,0.69,0.9810575246810913
rnn,128,3,0.3,0.0005,200,True,5,0.69,1.018760323524475
dense,64,1,0.1,0.001,100,True,5,0.69,1.0134820938110352
cnn,64,2,0.1,0.001,50,True,5,0.69,1.190303087234497
cnn,128,5,0.05,0.0001,200,True,5,0.69,0.9613102078437805
cnn,128,3,0.05,0.0001,50,True,5,0.69,1.0183055400848389
rnn,256,3,0.5,0.001,50,True,5,0.69,1.5356403589248657
cnn,128,3,0.5,0.0005,100,True,5,0.69,1.0645116567611694
rnn,128,4,0.01,0.001,100,True,5,0.69,1.042037010192871
cnn,128,5,0.05,0.0001,50,True,5,0.69,1.0805420875549316
cnn,256,5,0.1,0.0005,100,True,5,0.69,1.1661700010299683
cnn,64,1,0.05,0.0001,200,True,5,0.69,0.9978610277175903
rnn,128,4,0.5,0.0005,100,True,5,0.69,1.0004301071166992
dense,128,5,0.5,0.001,100,True,5,0.69,0.9818591475486755
dense,256,1,0.01,0.0005,100,True,5,0.69,0.9676083922386169
cnn,128,3,0.3,0.0001,50,True,5,0.69,1.0777058601379395
dense,128,1,0.3,0.0002,200,True,5,0.69,1.1039222478866577
cnn,128,5,0.3,0.0002,100,True,5,0.69,1.108798623085022
cnn,128,3,0.1,0.0001,200,True,5,0.69,1.0010592937469482
cnn,128,3,0.1,0.0001,50,True,5,0.69,1.0221598148345947
dense,256,3,0.01,0.0005,50,True,5,0.69,1.043277621269226
dense,256,5,0.01,0.0005,50,True,5,0.69,1.0562710762023926
dense,256,1,0.01,0.001,100,True,5,0.69,0.9646056294441223
cnn,256,1,0.01,0.001,200,True,5,0.69,1.4020859003067017
cnn,64,5,0.3,0.0005,100,True,5,0.69,1.0330313444137573
cnn,64,3,0.3,0.0005,200,True,5,0.69,1.0087438821792603
cnn,64,5,0.3,0.0005,200,True,5,0.69,1.0789750814437866
cnn,64,3,0.3,0.0005,50,True,5,0.69,1.0342117547988892
rnn,64,3,0.05,0.0005,100,True,5,0.69,1.0621851682662964
dense,64,5,0.05,0.001,200,True,5,0.69,1.0399065017700195
cnn,128,3,0.3,0.001,100,True,5,0.69,1.154025912284851
rnn,128,1,0.3,0.001,200,True,5,0.69,0.9092518091201782
cnn,64,5,0.5,0.0005,100,True,5,0.69,0.9822487831115723
rnn,64,3,0.5,0.0005,200,True,5,0.69,1.093998908996582
cnn,64,3,0.5,0.0001,200,True,5,0.69,0.9854304790496826
cnn,64,4,0.05,0.0002,100,True,5,0.69,1.0711417198181152
cnn,128,4,0.01,0.001,50,True,5,0.69,1.2458195686340332
cnn,128,5,0.01,0.001,100,True,5,0.69,1.1645222902297974
rnn,256,4,0.1,0.0002,200,True,5,0.69,1.0011402368545532
dense,256,4,0.1,0.0005,200,True,5,0.69,0.95866858959198
cnn,64,5,0.05,0.0002,200,True,5,0.69,1.0041513442993164
dense,128,1,0.1,0.001,200,True,5,0.69,0.9782522320747375
cnn,128,3,0.1,0.0001,100,True,5,0.69,1.0050848722457886
cnn,128,4,0.1,0.0001,100,True,5,0.69,0.9986823201179504
cnn,128,5,0.1,0.0001,100,True,5,0.69,0.998080849647522
cnn,256,2,0.1,0.0005,100,True,5,0.69,1.1596169471740723
dense,128,5,0.05,0.0005,100,True,5,0.69,0.993466317653656
dense,128,3,0.1,0.001,50,True,5,0.69,1.0316652059555054
cnn,128,2,0.1,0.001,100,True,5,0.69,1.1320594549179077
rnn,128,3,0.05,0.0002,200,True,5,0.69,0.9802706837654114
cnn,128,4,0.1,0.0002,200,True,5,0.69,1.118956446647644
cnn,128,1,0.1,0.0002,100,True,5,0.69,1.1096007823944092
dense,128,4,0.05,0.001,100,True,5,0.69,0.9669408202171326
cnn,128,5,0.05,0.001,50,True,5,0.69,1.2615420818328857
cnn,128,1,0.1,0.0001,100,True,5,0.69,1.0105466842651367
rnn,256,4,0.1,0.0005,200,True,5,0.69,1.0649410486221313
cnn,128,4,0.1,0.0002,100,True,5,0.69,1.0236362218856812
rnn,128,2,0.1,0.0001,200,True,5,0.69,1.0931620597839355
cnn,128,3,0.1,0.0002,200,True,5,0.69,1.0896202325820923
cnn,128,1,0.5,0.0002,200,True,5,0.69,1.0456557273864746
cnn,128,3,0.5,0.0002,50,True,5,0.69,0.9844359755516052
cnn,256,1,0.3,0.0001,100,True,5,0.69,1.0158599615097046
cnn,128,2,0.01,0.0001,100,True,5,0.69,1.0414406061172485
cnn,256,2,0.3,0.0001,100,True,5,0.69,1.0649323463439941
rnn,128,3,0.05,0.0005,100,True,5,0.69,1.0384725332260132
dense,128,2,0.1,0.0005,100,True,5,0.69,1.0287907123565674
dense,128,2,0.01,0.001,100,True,5,0.69,0.9234212636947632
dense,256,5,0.01,0.0002,200,True,5,0.69,0.9737148284912109
dense,256,2,0.01,0.0002,100,True,5,0.69,1.0161100625991821
dense,64,3,0.3,0.0005,200,True,5,0.69,1.0476009845733643
cnn,64,3,0.3,0.0002,100,True,5,0.69,1.003003478050232
cnn,256,5,0.1,0.0001,100,True,5,0.69,1.062180519104004
dense,256,5,0.1,0.0002,100,True,5,0.69,1.0710102319717407
cnn,256,1,0.1,0.001,50,True,5,0.69,1.4313241243362427
rnn,128,2,0.05,0.001,100,True,5,0.69,0.9945243000984192
rnn,128,3,0.05,0.001,100,True,5,0.69,0.9943766593933105
cnn,128,1,0.3,0.0001,200,True,5,0.69,1.0390435457229614
cnn,64,4,0.5,0.001,100,True,5,0.69,1.016762137413025
