Model Type,Hidden Size,Num Layers,Dropout,Learning Rate,Num Epochs,Early Stopping,Patience,Accuracy,Loss
cnn,64,2,0.01,0.001,100,True,5,0.645,1.2490094900131226
dense,256,3,0.05,0.0002,100,True,5,0.645,1.0793216228485107
dense,64,4,0.01,0.001,50,True,5,0.645,1.2363394498825073
dense,256,4,0.1,0.0002,100,True,5,0.645,1.1281548738479614
rnn,64,3,0.3,0.0002,200,True,5,0.645,1.1189578771591187
cnn,128,1,0.01,0.0005,50,True,5,0.645,1.177545428276062
cnn,128,2,0.5,0.0001,50,True,5,0.645,1.0727813243865967
rnn,64,2,0.1,0.0002,200,True,5,0.645,1.064893364906311
dense,64,2,0.5,0.0005,200,True,5,0.645,1.1773616075515747
cnn,128,2,0.01,0.0005,100,True,5,0.645,1.2052515745162964
dense,256,4,0.5,0.0005,100,True,5,0.645,1.021718978881836
dense,256,2,0.05,0.0005,50,True,5,0.645,1.0047078132629395
rnn,256,2,0.05,0.0002,50,True,5,0.645,1.8084940910339355
cnn,64,5,0.1,0.001,50,True,5,0.645,1.2826789617538452
cnn,128,3,0.01,0.001,100,True,5,0.645,1.2620635032653809
cnn,256,4,0.05,0.0002,100,True,5,0.645,1.2030606269836426
dense,256,2,0.3,0.0005,50,True,5,0.645,1.0865319967269897
dense,256,2,0.3,0.0001,200,True,5,0.645,1.1426358222961426
cnn,128,2,0.05,0.001,200,True,5,0.645,1.3146706819534302
dense,128,2,0.01,0.0002,100,True,5,0.645,1.306833028793335
cnn,256,4,0.05,0.001,100,True,5,0.645,1.25115168094635
rnn,64,1,0.01,0.001,50,True,5,0.645,1.1485910415649414
rnn,64,3,0.5,0.0005,100,True,5,0.645,1.1500908136367798
cnn,256,2,0.05,0.001,100,True,5,0.645,1.4178400039672852
cnn,64,4,0.5,0.0002,50,True,5,0.645,1.1218074560165405
dense,64,2,0.05,0.0005,100,True,5,0.645,1.2490394115447998
dense,128,3,0.5,0.0002,200,True,5,0.645,1.2318508625030518
dense,64,4,0.5,0.001,200,True,5,0.645,1.1314491033554077
cnn,64,3,0.05,0.001,200,True,5,0.645,1.2750904560089111
rnn,256,2,0.05,0.0001,100,True,5,0.645,1.0935251712799072
dense,128,3,0.01,0.0005,200,True,5,0.645,1.0275636911392212
cnn,64,3,0.01,0.0005,100,True,5,0.645,1.1954147815704346
rnn,256,5,0.05,0.001,100,True,5,0.64,1.161584496498108
rnn,64,3,0.3,0.001,100,True,5,0.64,1.1467100381851196
rnn,64,4,0.05,0.001,200,True,5,0.64,1.1688494682312012
rnn,256,1,0.3,0.0001,200,True,5,0.64,1.1084827184677124
dense,256,1,0.01,0.0001,100,True,5,0.64,1.2239700555801392
cnn,128,4,0.1,0.0005,100,True,5,0.64,1.2036887407302856
dense,128,5,0.05,0.0005,50,True,5,0.64,1.2304577827453613
cnn,256,4,0.01,0.001,100,True,5,0.64,1.3510653972625732
cnn,256,1,0.01,0.001,100,True,5,0.64,1.388832688331604
dense,256,4,0.3,0.0002,100,True,5,0.64,1.1057428121566772
cnn,64,3,0.01,0.0005,50,True,5,0.64,1.2563178539276123
dense,128,2,0.05,0.0002,100,True,5,0.64,1.2712727785110474
cnn,256,5,0.3,0.0005,50,True,5,0.64,1.2122540473937988
rnn,256,2,0.1,0.0002,50,True,5,0.64,1.8080902099609375
rnn,256,5,0.01,0.001,100,True,5,0.64,1.1800380945205688
cnn,256,2,0.01,0.0005,100,True,5,0.64,1.2977502346038818
rnn,256,5,0.05,0.001,50,True,5,0.64,1.7206535339355469
cnn,64,1,0.01,0.0001,50,True,5,0.64,1.1940993070602417
rnn,256,5,0.1,0.001,200,True,5,0.64,1.1885615587234497
dense,64,5,0.1,0.0005,100,True,5,0.64,1.2439312934875488
dense,64,2,0.05,0.001,50,True,5,0.64,1.245010256767273
rnn,256,5,0.1,0.001,100,True,5,0.64,1.1298420429229736
cnn,64,5,0.1,0.001,100,True,5,0.64,1.1576180458068848
cnn,256,3,0.05,0.001,200,True,5,0.64,1.3745704889297485
dense,256,4,0.05,0.0001,100,True,5,0.64,1.2640910148620605
cnn,64,5,0.1,0.0005,50,True,5,0.64,1.1812654733657837
cnn,256,3,0.01,0.0005,50,True,5,0.64,1.2885631322860718
dense,64,3,0.01,0.0005,100,True,5,0.64,1.241020679473877
cnn,256,1,0.01,0.0005,100,True,5,0.64,1.2991236448287964
cnn,64,4,0.01,0.0005,200,True,5,0.64,1.1323343515396118
cnn,64,3,0.01,0.001,50,True,5,0.64,1.2382200956344604
cnn,256,5,0.01,0.001,100,True,5,0.635,1.2327152490615845
cnn,128,2,0.1,0.001,200,True,5,0.635,1.2984113693237305
dense,256,1,0.1,0.0002,100,True,5,0.635,1.0447275638580322
cnn,128,3,0.1,0.001,200,True,5,0.635,1.1993107795715332
dense,128,5,0.3,0.0002,200,True,5,0.635,1.1326689720153809
cnn,256,1,0.05,0.001,200,True,5,0.635,1.3761110305786133
dense,64,4,0.05,0.0002,200,True,5,0.635,1.294796109199524
cnn,64,5,0.5,0.0002,50,True,5,0.635,1.115746259689331
dense,128,2,0.1,0.0001,200,True,5,0.635,1.2887206077575684
rnn,256,1,0.3,0.0002,100,True,5,0.635,1.1102533340454102
rnn,256,2,0.3,0.0001,100,True,5,0.635,1.142279863357544
dense,128,3,0.3,0.001,50,True,5,0.635,1.122573971748352
rnn,64,1,0.05,0.0005,100,True,5,0.635,1.1861624717712402
dense,64,1,0.05,0.0005,200,True,5,0.635,1.1619188785552979
rnn,256,2,0.1,0.0001,100,True,5,0.635,1.100178837776184
rnn,128,1,0.05,0.0005,50,True,5,0.635,1.2270126342773438
rnn,256,3,0.05,0.0001,100,True,5,0.635,1.1645947694778442
cnn,64,2,0.3,0.0002,50,True,5,0.635,1.0833605527877808
cnn,64,4,0.1,0.0002,50,True,5,0.635,1.068580150604248
dense,64,5,0.01,0.0005,100,True,5,0.63,1.2450283765792847
cnn,256,5,0.01,0.0005,100,True,5,0.63,1.237208604812622
rnn,128,1,0.01,0.0002,100,True,5,0.63,1.2072548866271973
rnn,256,5,0.05,0.001,200,True,5,0.63,1.1986758708953857
cnn,64,2,0.1,0.0005,100,True,5,0.63,1.1694765090942383
dense,256,5,0.01,0.0001,100,True,5,0.63,1.2805343866348267
cnn,64,1,0.5,0.0002,50,True,5,0.63,1.1598539352416992
cnn,64,5,0.5,0.0001,100,True,5,0.63,1.131262183189392
cnn,64,5,0.1,0.0002,50,True,5,0.63,1.052048683166504
cnn,256,5,0.1,0.001,100,True,5,0.63,1.3721847534179688
dense,256,1,0.3,0.0002,100,True,5,0.63,1.1555835008621216
cnn,64,5,0.01,0.001,50,True,5,0.63,1.2079521417617798
rnn,128,2,0.3,0.0005,50,True,5,0.63,1.5702612400054932
cnn,64,1,0.3,0.0002,50,True,5,0.63,1.1147582530975342
dense,256,3,0.3,0.0001,200,True,5,0.63,1.1208418607711792
rnn,64,1,0.05,0.001,50,True,5,0.63,1.2188665866851807
rnn,64,4,0.05,0.0002,200,True,5,0.63,1.1323739290237427
rnn,256,5,0.01,0.001,50,True,5,0.63,1.7169489860534668
dense,64,4,0.05,0.0005,200,True,5,0.63,1.1381876468658447
cnn,256,2,0.1,0.0005,50,True,5,0.63,1.139136791229248
rnn,64,2,0.5,0.0002,200,True,5,0.63,1.2068332433700562
rnn,256,2,0.5,0.0001,100,True,5,0.625,1.2096781730651855
dense,256,2,0.05,0.0001,100,True,5,0.625,1.2399375438690186
dense,128,2,0.5,0.0002,200,True,5,0.625,1.2817296981811523
dense,128,4,0.05,0.0005,50,True,5,0.625,1.2752331495285034
rnn,64,4,0.1,0.001,200,True,5,0.625,1.1502411365509033
dense,256,3,0.5,0.0005,50,True,5,0.625,1.189996361732483
rnn,128,4,0.1,0.001,50,True,5,0.625,1.8771060705184937
dense,128,4,0.05,0.0002,100,True,5,0.625,1.302375078201294
dense,64,5,0.05,0.0005,100,True,5,0.625,1.2583856582641602
rnn,64,1,0.3,0.001,50,True,5,0.625,1.2393535375595093
cnn,64,3,0.5,0.0002,50,True,5,0.625,1.1459765434265137
rnn,64,1,0.1,0.0005,100,True,5,0.625,1.1959964036941528
cnn,64,5,0.05,0.001,100,True,5,0.625,1.1857632398605347
rnn,128,4,0.01,0.0001,200,True,5,0.625,1.1561983823776245
dense,128,3,0.05,0.0005,50,True,5,0.625,1.2337948083877563
cnn,64,3,0.01,0.001,100,True,5,0.625,1.246132254600525
rnn,128,3,0.1,0.0005,50,True,5,0.625,1.9913750886917114
dense,128,1,0.05,0.0005,50,True,5,0.625,1.2035313844680786
dense,128,5,0.5,0.001,50,True,5,0.625,1.1925475597381592
dense,128,3,0.5,0.001,50,True,5,0.625,1.1865277290344238
dense,256,3,0.5,0.0001,200,True,5,0.62,1.2328441143035889
dense,64,3,0.01,0.001,50,True,5,0.62,1.284919023513794
rnn,128,3,0.5,0.0005,50,True,5,0.62,1.9618273973464966
dense,128,4,0.5,0.001,50,True,5,0.62,1.2603962421417236
dense,64,2,0.01,0.001,50,True,5,0.62,1.3334531784057617
dense,128,3,0.01,0.0002,100,True,5,0.62,1.2329410314559937
dense,256,2,0.3,0.0002,100,True,5,0.62,1.1293872594833374
dense,256,3,0.01,0.0002,50,True,5,0.62,1.2762722969055176
rnn,128,2,0.1,0.0005,50,True,5,0.62,1.6440396308898926
rnn,64,3,0.05,0.001,50,True,5,0.62,1.9240334033966064
rnn,256,1,0.5,0.0001,200,True,5,0.62,1.1569918394088745
dense,256,5,0.5,0.0002,100,True,5,0.62,1.2457733154296875
dense,128,3,0.05,0.0002,100,True,5,0.62,1.2980057001113892
dense,128,4,0.05,0.0001,200,True,5,0.62,1.2709722518920898
rnn,256,1,0.5,0.0005,50,True,5,0.62,1.1676928997039795
rnn,256,4,0.3,0.0005,50,True,5,0.62,1.935624122619629
rnn,128,3,0.5,0.0001,200,True,5,0.62,1.1415728330612183
dense,64,1,0.01,0.0002,200,True,5,0.62,1.3201848268508911
cnn,64,2,0.5,0.0002,50,True,5,0.62,1.1238205432891846
rnn,64,1,0.3,0.0005,100,True,5,0.62,1.2402675151824951
rnn,256,2,0.3,0.0002,50,True,5,0.62,1.7546775341033936
dense,64,1,0.05,0.001,50,True,5,0.62,1.29753839969635
rnn,128,2,0.05,0.0005,50,True,5,0.62,1.6538172960281372
dense,64,5,0.5,0.001,100,True,5,0.62,1.2521624565124512
rnn,128,1,0.01,0.0005,50,True,5,0.62,1.2073521614074707
dense,128,2,0.5,0.0005,100,True,5,0.62,1.1745489835739136
dense,256,4,0.01,0.0001,100,True,5,0.62,1.270512580871582
rnn,128,1,0.01,0.0001,200,True,5,0.62,1.1764931678771973
rnn,64,3,0.01,0.001,50,True,5,0.615,1.9679138660430908
cnn,128,3,0.01,0.001,200,True,5,0.615,1.236541748046875
dense,128,4,0.5,0.0002,200,True,5,0.615,1.2890679836273193
dense,128,5,0.5,0.0005,100,True,5,0.615,1.17036771774292
dense,256,2,0.1,0.0001,100,True,5,0.615,1.305129885673523
rnn,256,3,0.3,0.0001,100,True,5,0.615,1.2233192920684814
dense,256,4,0.01,0.0002,50,True,5,0.615,1.260191798210144
cnn,128,4,0.05,0.001,100,True,5,0.615,1.4059683084487915
dense,64,1,0.3,0.001,100,True,5,0.615,1.0988719463348389
dense,64,5,0.01,0.0002,200,True,5,0.615,1.3228319883346558
dense,128,1,0.01,0.0005,50,True,5,0.615,1.2480088472366333
dense,256,1,0.1,0.0001,100,True,5,0.615,1.3056858777999878
rnn,128,3,0.05,0.0001,200,True,5,0.615,1.0885270833969116
dense,256,2,0.05,0.0002,50,True,5,0.615,1.301257610321045
dense,128,1,0.05,0.0002,100,True,5,0.615,1.3325163125991821
cnn,64,5,0.1,0.0001,50,True,5,0.615,1.2741496562957764
dense,256,2,0.5,0.0005,50,True,5,0.615,1.1915037631988525
cnn,64,5,0.05,0.0001,50,True,5,0.615,1.2267229557037354
dense,128,1,0.1,0.0001,200,True,5,0.615,1.3052023649215698
dense,64,3,0.5,0.0005,200,True,5,0.615,1.1944975852966309
dense,128,3,0.01,0.0005,50,True,5,0.615,1.252646565437317
dense,64,5,0.3,0.0005,100,True,5,0.61,1.362136721611023
rnn,128,2,0.05,0.0002,100,True,5,0.61,1.1389780044555664
dense,128,1,0.5,0.0005,100,True,5,0.61,1.1802771091461182
rnn,128,4,0.1,0.0005,50,True,5,0.61,2.0516881942749023
dense,128,4,0.5,0.0005,100,True,5,0.61,1.2234081029891968
dense,64,3,0.05,0.001,50,True,5,0.61,1.2497496604919434
dense,64,5,0.05,0.001,50,True,5,0.61,1.385325312614441
dense,64,1,0.1,0.001,50,True,5,0.61,1.3188951015472412
rnn,64,2,0.5,0.001,50,True,5,0.61,1.4844305515289307
dense,128,2,0.5,0.001,50,True,5,0.61,1.2113792896270752
dense,256,1,0.01,0.0002,50,True,5,0.61,1.287116527557373
rnn,128,2,0.3,0.0002,100,True,5,0.61,1.1505612134933472
rnn,256,1,0.01,0.0001,100,True,5,0.61,1.2279149293899536
rnn,64,2,0.5,0.0005,100,True,5,0.61,1.1843005418777466
dense,128,4,0.01,0.0005,50,True,5,0.61,1.2209163904190063
rnn,128,3,0.05,0.0005,50,True,5,0.61,2.014822006225586
dense,64,4,0.5,0.0005,200,True,5,0.61,1.207154393196106
rnn,128,2,0.5,0.0001,200,True,5,0.61,1.1726375818252563
rnn,256,1,0.5,0.0002,100,True,5,0.61,1.1858192682266235
cnn,64,2,0.05,0.0001,50,True,5,0.61,1.2590687274932861
rnn,256,2,0.5,0.0002,50,True,5,0.61,1.7163467407226562
rnn,128,3,0.1,0.001,50,True,5,0.61,1.8165192604064941
dense,64,1,0.05,0.0002,200,True,5,0.61,1.3054982423782349
rnn,256,2,0.05,0.0001,50,True,5,0.61,1.9523006677627563
dense,64,5,0.01,0.001,50,True,5,0.605,1.3129801750183105
cnn,64,1,0.05,0.0001,50,True,5,0.605,1.2633785009384155
dense,64,5,0.5,0.0005,200,True,5,0.605,1.2019965648651123
dense,128,1,0.01,0.0001,200,True,5,0.605,1.2462843656539917
dense,64,5,0.05,0.0002,200,True,5,0.605,1.321488857269287
dense,128,5,0.1,0.0002,100,True,5,0.605,1.3253679275512695
rnn,256,5,0.1,0.001,50,True,5,0.605,1.7454304695129395
dense,64,3,0.01,0.0002,200,True,5,0.605,1.2464165687561035
dense,128,1,0.05,0.0001,200,True,5,0.605,1.2529041767120361
dense,64,2,0.3,0.001,50,True,5,0.605,1.275740385055542
rnn,64,1,0.01,0.0002,200,True,5,0.605,1.1549336910247803
dense,256,5,0.01,0.0002,50,True,5,0.605,1.2629225254058838
dense,64,5,0.1,0.0002,200,True,5,0.605,1.331528902053833
rnn,128,4,0.5,0.001,50,True,5,0.605,1.8367198705673218
rnn,64,5,0.05,0.0005,100,True,5,0.605,1.312819004058838
rnn,128,4,0.01,0.001,50,True,5,0.605,1.9085474014282227
rnn,128,2,0.5,0.0005,50,True,5,0.605,1.583687424659729
rnn,128,2,0.01,0.0001,100,True,5,0.605,1.3082767724990845
dense,128,1,0.1,0.0005,50,True,5,0.605,1.3056062459945679
dense,256,5,0.05,0.0001,100,True,5,0.605,1.2748008966445923
rnn,64,1,0.1,0.001,50,True,5,0.605,1.2297431230545044
rnn,64,1,0.05,0.0002,200,True,5,0.605,1.2586840391159058
dense,256,3,0.1,0.0002,50,True,5,0.605,1.2835416793823242
rnn,128,1,0.1,0.0005,50,True,5,0.605,1.2399605512619019
rnn,128,3,0.5,0.0002,100,True,5,0.605,1.275875449180603
rnn,64,5,0.05,0.001,100,True,5,0.6,1.1652333736419678
dense,64,1,0.5,0.001,100,True,5,0.6,1.2260222434997559
cnn,64,5,0.01,0.0001,50,True,5,0.6,1.2857708930969238
dense,256,1,0.1,0.0002,50,True,5,0.6,1.2955318689346313
dense,128,4,0.01,0.0001,200,True,5,0.6,1.2681357860565186
dense,256,5,0.3,0.0002,50,True,5,0.6,1.353427529335022
dense,256,3,0.01,0.0001,100,True,5,0.6,1.2643944025039673
dense,128,3,0.5,0.0005,100,True,5,0.6,1.1711994409561157
rnn,128,1,0.1,0.0002,100,True,5,0.6,1.2333530187606812
dense,128,3,0.1,0.0005,50,True,5,0.6,1.279703140258789
dense,128,3,0.05,0.0001,200,True,5,0.6,1.3097223043441772
dense,64,4,0.01,0.0002,200,True,5,0.6,1.300769329071045
dense,64,2,0.1,0.0005,100,True,5,0.6,1.3010209798812866
dense,256,4,0.5,0.0005,50,True,5,0.6,1.1905804872512817
cnn,256,5,0.1,0.0005,50,True,5,0.6,1.2752255201339722
rnn,64,3,0.5,0.0002,200,True,5,0.6,1.215893268585205
rnn,256,4,0.1,0.0005,50,True,5,0.6,1.965161919593811
cnn,64,4,0.01,0.0001,50,True,5,0.6,1.2059062719345093
dense,128,5,0.05,0.0002,100,True,5,0.595,1.2735341787338257
dense,128,2,0.01,0.0001,200,True,5,0.595,1.2944586277008057
cnn,128,1,0.05,0.001,50,True,5,0.595,1.2460415363311768
dense,64,1,0.5,0.0005,200,True,5,0.595,1.2053627967834473
dense,128,4,0.1,0.0002,100,True,5,0.595,1.3693172931671143
dense,128,4,0.1,0.0001,200,True,5,0.595,1.2578420639038086
rnn,256,3,0.01,0.0002,50,True,5,0.595,2.1094675064086914
dense,256,2,0.5,0.0001,200,True,5,0.595,1.2418313026428223
dense,64,5,0.1,0.001,50,True,5,0.595,1.2731447219848633
dense,128,4,0.01,0.0002,100,True,5,0.595,1.332348346710205
dense,128,4,0.1,0.0005,50,True,5,0.595,1.2398234605789185
dense,256,2,0.01,0.0001,100,True,5,0.595,1.2680991888046265
rnn,64,3,0.1,0.001,50,True,5,0.595,1.9325453042984009
rnn,64,4,0.1,0.001,50,True,5,0.595,2.0265512466430664
dense,256,1,0.05,0.0001,100,True,5,0.595,1.2901289463043213
dense,64,1,0.01,0.001,50,True,5,0.595,1.3062586784362793
rnn,128,1,0.05,0.0002,100,True,5,0.595,1.2919636964797974
cnn,64,3,0.05,0.0001,50,True,5,0.595,1.2389094829559326
rnn,256,4,0.05,0.0005,50,True,5,0.595,1.9564847946166992
rnn,256,4,0.5,0.0005,50,True,5,0.595,1.9200936555862427
rnn,256,1,0.01,0.0002,50,True,5,0.595,1.3223276138305664
dense,64,3,0.5,0.001,100,True,5,0.595,1.2104573249816895
dense,64,2,0.5,0.001,100,True,5,0.595,1.2505463361740112
cnn,64,3,0.1,0.0001,50,True,5,0.595,1.1942696571350098
dense,256,1,0.05,0.0002,50,True,5,0.59,1.296837568283081
rnn,64,1,0.5,0.0005,100,True,5,0.59,1.2916176319122314
dense,64,3,0.1,0.0005,100,True,5,0.59,1.271743893623352
cnn,64,4,0.3,0.0001,50,True,5,0.59,1.2871959209442139
dense,256,3,0.1,0.0001,100,True,5,0.59,1.3228752613067627
dense,64,4,0.5,0.001,100,True,5,0.59,1.2681652307510376
cnn,64,1,0.3,0.0001,50,True,5,0.59,1.2664140462875366
dense,256,2,0.01,0.0002,50,True,5,0.59,1.3104106187820435
dense,64,3,0.3,0.0005,100,True,5,0.59,1.3121743202209473
dense,128,2,0.1,0.0005,50,True,5,0.59,1.2898558378219604
rnn,256,3,0.5,0.0001,100,True,5,0.59,1.2906588315963745
dense,128,1,0.3,0.0002,100,True,5,0.59,1.4065675735473633
rnn,256,3,0.1,0.0002,50,True,5,0.59,2.0793027877807617
dense,256,3,0.05,0.0001,100,True,5,0.59,1.2586033344268799
rnn,128,1,0.1,0.0001,200,True,5,0.59,1.2289258241653442
dense,128,2,0.1,0.0002,100,True,5,0.585,1.2891759872436523
rnn,64,1,0.1,0.0002,200,True,5,0.585,1.2542674541473389
dense,128,3,0.1,0.0001,200,True,5,0.585,1.3533283472061157
cnn,64,3,0.3,0.0001,50,True,5,0.585,1.2779067754745483
dense,128,2,0.05,0.0005,50,True,5,0.585,1.2787762880325317
rnn,128,1,0.3,0.0005,50,True,5,0.585,1.2794609069824219
dense,256,2,0.1,0.0002,50,True,5,0.585,1.312876582145691
rnn,64,1,0.3,0.0002,200,True,5,0.585,1.293627142906189
dense,128,5,0.1,0.0001,200,True,5,0.585,1.2900015115737915
rnn,256,1,0.05,0.0001,100,True,5,0.585,1.2971669435501099
dense,256,3,0.05,0.0002,50,True,5,0.585,1.3473929166793823
rnn,64,1,0.5,0.0002,200,True,5,0.585,1.3696779012680054
rnn,64,2,0.05,0.0002,100,True,5,0.585,1.3612512350082397
rnn,256,1,0.1,0.0001,100,True,5,0.585,1.25740647315979
rnn,256,3,0.05,0.0002,50,True,5,0.585,2.08548903465271
dense,128,1,0.5,0.0002,200,True,5,0.585,1.2648646831512451
dense,128,3,0.01,0.0001,200,True,5,0.585,1.296228051185608
dense,64,2,0.3,0.0005,100,True,5,0.585,1.392096996307373
dense,256,5,0.1,0.0002,50,True,5,0.58,1.3218058347702026
dense,256,1,0.5,0.0001,200,True,5,0.58,1.2263660430908203
rnn,256,1,0.05,0.0002,50,True,5,0.58,1.3368016481399536
cnn,64,4,0.05,0.0001,50,True,5,0.58,1.2769759893417358
dense,256,1,0.5,0.0005,50,True,5,0.58,1.2317698001861572
dense,64,3,0.1,0.0005,50,True,5,0.58,1.4637138843536377
dense,64,4,0.01,0.0002,100,True,5,0.58,1.5455005168914795
rnn,64,2,0.1,0.0005,50,True,5,0.58,1.786726474761963
rnn,256,5,0.5,0.001,50,True,5,0.58,1.4994723796844482
dense,64,3,0.3,0.0002,200,True,5,0.58,1.4031182527542114
dense,256,5,0.5,0.0001,200,True,5,0.58,1.263002872467041
rnn,256,2,0.01,0.0001,50,True,5,0.58,1.9511948823928833
dense,256,3,0.5,0.0002,100,True,5,0.58,1.2637463808059692
rnn,128,1,0.3,0.0002,100,True,5,0.58,1.269964575767517
rnn,128,4,0.1,0.0002,100,True,5,0.58,1.3072813749313354
dense,256,4,0.5,0.0001,200,True,5,0.58,1.2518643140792847
rnn,64,2,0.01,0.0005,50,True,5,0.58,1.759364128112793
dense,256,2,0.5,0.0002,100,True,5,0.575,1.3075823783874512
rnn,128,4,0.05,0.001,50,True,5,0.575,1.9015235900878906
dense,64,1,0.3,0.0005,100,True,5,0.575,1.315039873123169
dense,128,5,0.5,0.0002,200,True,5,0.575,1.2709423303604126
dense,128,1,0.5,0.001,50,True,5,0.575,1.2117418050765991
rnn,128,1,0.05,0.0001,200,True,5,0.575,1.2361490726470947
dense,64,1,0.5,0.001,50,True,5,0.575,1.5328946113586426
cnn,64,1,0.1,0.0001,50,True,5,0.575,1.2295081615447998
dense,256,4,0.1,0.0002,50,True,5,0.575,1.3280131816864014
cnn,64,5,0.5,0.0001,50,True,5,0.575,1.299237847328186
dense,256,4,0.05,0.0002,50,True,5,0.575,1.2793105840682983
cnn,64,4,0.1,0.0001,50,True,5,0.575,1.2876182794570923
cnn,64,2,0.01,0.0001,50,True,5,0.575,1.2739919424057007
rnn,64,4,0.3,0.001,50,True,5,0.575,1.9848220348358154
dense,64,5,0.3,0.0002,200,True,5,0.575,1.4015605449676514
dense,64,3,0.05,0.0002,200,True,5,0.575,1.3054749965667725
rnn,128,2,0.5,0.0002,100,True,5,0.575,1.2886848449707031
rnn,128,1,0.3,0.0001,200,True,5,0.575,1.3070068359375
rnn,128,4,0.05,0.0005,50,True,5,0.575,2.0722861289978027
dense,64,4,0.1,0.0002,200,True,5,0.575,1.2926923036575317
rnn,64,3,0.5,0.001,50,True,5,0.57,1.9383641481399536
dense,256,2,0.3,0.0002,50,True,5,0.57,1.3858799934387207
dense,256,1,0.5,0.0002,100,True,5,0.57,1.257259488105774
dense,128,3,0.1,0.0002,100,True,5,0.57,1.3434193134307861
dense,128,5,0.3,0.0001,200,True,5,0.57,1.403005838394165
dense,128,5,0.1,0.0005,50,True,5,0.57,1.3054429292678833
dense,64,1,0.3,0.0002,200,True,5,0.57,1.3904261589050293
dense,64,2,0.1,0.001,50,True,5,0.57,1.3320846557617188
rnn,64,5,0.3,0.001,200,True,5,0.57,1.301023006439209
dense,256,5,0.1,0.0001,100,True,5,0.57,1.3167835474014282
cnn,64,5,0.3,0.0001,50,True,5,0.57,1.3020362854003906
rnn,128,3,0.05,0.0001,100,True,5,0.565,1.4184460639953613
rnn,256,2,0.1,0.0001,50,True,5,0.565,1.9567643404006958
dense,64,4,0.3,0.0002,200,True,5,0.565,1.4364780187606812
cnn,64,2,0.3,0.0001,50,True,5,0.565,1.3513846397399902
rnn,128,4,0.5,0.0001,200,True,5,0.565,1.301956295967102
rnn,64,2,0.1,0.0001,200,True,5,0.565,1.3482277393341064
dense,128,2,0.3,0.0005,50,True,5,0.565,1.316300630569458
rnn,64,2,0.05,0.0005,50,True,5,0.565,1.747413158416748
rnn,256,1,0.1,0.0002,50,True,5,0.565,1.341707468032837
dense,256,4,0.5,0.0002,100,True,5,0.565,1.2498303651809692
dense,64,4,0.1,0.001,50,True,5,0.565,1.4042211771011353
cnn,64,3,0.5,0.0001,50,True,5,0.56,1.3648536205291748
dense,128,4,0.01,0.0001,100,True,5,0.56,1.491288185119629
rnn,128,2,0.05,0.0002,50,True,5,0.56,1.9104788303375244
dense,256,1,0.3,0.0001,100,True,5,0.56,1.3461451530456543
rnn,64,4,0.05,0.001,50,True,5,0.56,2.040907382965088
dense,256,5,0.3,0.0001,100,True,5,0.56,1.4339104890823364
rnn,64,3,0.1,0.0001,200,True,5,0.56,1.3450558185577393
rnn,128,1,0.5,0.0005,50,True,5,0.56,1.3326541185379028
cnn,64,2,0.1,0.0001,50,True,5,0.56,1.2874385118484497
dense,128,4,0.01,0.0002,50,True,5,0.56,1.542646050453186
dense,128,3,0.3,0.0005,50,True,5,0.56,1.4174953699111938
dense,64,4,0.3,0.0005,100,True,5,0.56,1.3560436964035034
dense,128,3,0.3,0.0001,200,True,5,0.56,1.406931757926941
dense,128,5,0.3,0.0002,100,True,5,0.56,1.4175938367843628
dense,256,5,0.5,0.0005,50,True,5,0.56,1.2535030841827393
dense,128,5,0.05,0.0001,200,True,5,0.56,1.3320125341415405
dense,256,5,0.05,0.0002,50,True,5,0.56,1.340822696685791
dense,64,3,0.3,0.001,50,True,5,0.555,1.3990706205368042
rnn,64,2,0.1,0.0002,100,True,5,0.555,1.3800755739212036
cnn,64,3,0.01,0.0001,50,True,5,0.555,1.3081780672073364
rnn,64,3,0.05,0.0001,200,True,5,0.555,1.331945538520813
rnn,64,1,0.05,0.0005,50,True,5,0.555,1.4327688217163086
rnn,128,2,0.3,0.0001,100,True,5,0.555,1.409238576889038
dense,256,4,0.3,0.0001,100,True,5,0.555,1.410155177116394
rnn,64,2,0.01,0.0002,100,True,5,0.555,1.3421722650527954
dense,64,4,0.01,0.0005,50,True,5,0.555,1.5079677104949951
dense,64,2,0.01,0.0001,200,True,5,0.555,1.5320749282836914
rnn,64,1,0.5,0.001,50,True,5,0.555,1.350178837776184
dense,64,1,0.1,0.0002,200,True,5,0.55,1.3311476707458496
dense,128,4,0.3,0.0001,200,True,5,0.55,1.414758563041687
dense,256,4,0.3,0.0002,50,True,5,0.55,1.429524540901184
dense,128,5,0.3,0.0005,50,True,5,0.55,1.3515437841415405
rnn,128,3,0.01,0.0001,100,True,5,0.55,1.4398847818374634
dense,128,5,0.5,0.0005,50,True,5,0.55,1.418981909751892
rnn,256,1,0.3,0.0001,100,True,5,0.55,1.3550034761428833
cnn,64,2,0.5,0.0001,50,True,5,0.55,1.3656619787216187
dense,128,1,0.3,0.0005,50,True,5,0.55,1.3449980020523071
rnn,128,2,0.05,0.0001,100,True,5,0.545,1.3102673292160034
rnn,128,2,0.1,0.0001,100,True,5,0.545,1.3489030599594116
rnn,256,3,0.5,0.0002,50,True,5,0.545,2.0560169219970703
dense,64,1,0.3,0.001,50,True,5,0.545,1.3967561721801758
rnn,64,3,0.3,0.0001,200,True,5,0.545,1.4698989391326904
